UTC,height_m,water_temp_C,wind_m_sec,tide_station,wind_km_h,Dep,month_UTC,month_name,rain_month_avg_mm,wind_am_month_avg_kmh,wind_pm_month_avg_kmh
2020-01-07T17:00:00Z,0.897,22.1,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-07T18:00:00Z,0.729,22.2,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-07T19:00:00Z,0.597,22.2,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-07T20:00:00Z,0.535,22.2,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-07T21:00:00Z,0.471,22.1,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-07T22:00:00Z,0.498,22.1,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-07T23:00:00Z,0.546,22,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-08T00:00:00Z,0.604,22,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-08T01:00:00Z,0.682,21.9,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-08T02:00:00Z,0.736,22,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-08T03:00:00Z,0.714,22,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-08T04:00:00Z,0.707,21.9,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-08T05:00:00Z,0.705,21.6,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-08T06:00:00Z,0.65,21.6,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-08T07:00:00Z,0.667,21.6,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-08T08:00:00Z,0.75,21.6,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-08T09:00:00Z,0.808,21.5,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-08T10:00:00Z,0.964,21.5,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-08T11:00:00Z,1.119,21.5,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-08T12:00:00Z,1.218,21.6,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-08T13:00:00Z,1.266,21.7,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
